Bucket,Dates,Values,Signal,Count,Local Extrema,Sell\Buy,Sell Local Min Count,Sell Local Max Count,Buy Local Min Count,Buy Local Max Count
190,"[Timestamp('2023-07-06 15:00:00'), Timestamp('2023-07-06 16:00:00'), Timestamp('2023-07-06 17:00:00'), Timestamp('2023-07-06 18:00:00'), Timestamp('2023-07-06 19:00:00'), Timestamp('2023-07-06 20:00:00'), Timestamp('2023-07-06 21:00:00'), Timestamp('2023-07-06 22:00:00'), Timestamp('2023-07-06 23:00:00'), Timestamp('2023-07-07 00:00:00'), Timestamp('2023-07-07 01:00:00'), Timestamp('2023-07-07 02:00:00'), Timestamp('2023-07-07 03:00:00'), Timestamp('2023-07-07 04:00:00'), Timestamp('2023-07-07 05:00:00'), Timestamp('2023-07-07 06:00:00'), Timestamp('2023-07-07 07:00:00'), Timestamp('2023-07-07 08:00:00'), Timestamp('2023-07-07 09:00:00'), Timestamp('2023-07-07 10:00:00'), Timestamp('2023-07-07 11:00:00'), Timestamp('2023-07-07 12:00:00'), Timestamp('2023-07-07 13:00:00'), Timestamp('2023-07-07 14:00:00'), Timestamp('2023-07-07 15:00:00')]","[0.006674, 0.003794, 0.002825, 0.002247, 0.002093, -0.001521, -0.000837, -0.000567, -0.001002, -0.003255, -0.003257, -0.003369, -0.003156, -0.002166, -0.002008, -0.001577, -0.001346, -0.002652, -0.003937, -0.004316, -0.004365, -0.004697, -0.00503, -0.00541, -0.006188]","['WB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'SB']",25,"['local_max', 'local_min', 'local_max', 'local_min', 'local_max']",Buy,0,0,2,3
191,"[Timestamp('2023-07-07 16:00:00'), Timestamp('2023-07-07 17:00:00'), Timestamp('2023-07-07 18:00:00'), Timestamp('2023-07-07 19:00:00'), Timestamp('2023-07-07 20:00:00'), Timestamp('2023-07-07 21:00:00'), Timestamp('2023-07-07 22:00:00'), Timestamp('2023-07-07 23:00:00')]","[-0.0016, 9e-05, 0.00062, 0.000482, -0.000442, -0.000874, -0.001152, -0.001384]","['WS', 'MS', 'SS', 'SS', 'MS', 'MS', 'MS', 'WS']",8,['local_min'],Sell,1,0,0,0
192,[Timestamp('2023-07-08 00:00:00')],[-0.003252],['WB'],1,[],Buy,0,0,0,0
193,"[Timestamp('2023-07-08 01:00:00'), Timestamp('2023-07-08 02:00:00'), Timestamp('2023-07-08 03:00:00'), Timestamp('2023-07-08 04:00:00'), Timestamp('2023-07-08 05:00:00'), Timestamp('2023-07-08 06:00:00'), Timestamp('2023-07-08 07:00:00'), Timestamp('2023-07-08 08:00:00'), Timestamp('2023-07-08 09:00:00'), Timestamp('2023-07-08 10:00:00'), Timestamp('2023-07-08 11:00:00'), Timestamp('2023-07-08 12:00:00'), Timestamp('2023-07-08 13:00:00'), Timestamp('2023-07-08 14:00:00'), Timestamp('2023-07-08 15:00:00'), Timestamp('2023-07-08 16:00:00'), Timestamp('2023-07-08 17:00:00'), Timestamp('2023-07-08 18:00:00'), Timestamp('2023-07-08 19:00:00'), Timestamp('2023-07-08 20:00:00'), Timestamp('2023-07-08 21:00:00')]","[-0.002508, -0.001818, -0.001582, 0.000408, 0.000537, 0.000402, 0.000358, 0.006089, 0.006199, 0.006271, 0.006367, 0.00748, 0.007385, 0.00714, 0.007088, 0.005688, 0.005811, 0.005842, 0.006034, 0.004081, 0.003767]","['WS', 'WS', 'WS', 'MS', 'MS', 'MS', 'MS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'MS', 'MS', 'MS', 'MS', 'MS', 'WS', 'WS']",21,"['local_max', 'local_min']",Sell,1,1,0,0
194,"[Timestamp('2023-07-08 22:00:00'), Timestamp('2023-07-08 23:00:00'), Timestamp('2023-07-09 00:00:00'), Timestamp('2023-07-09 01:00:00'), Timestamp('2023-07-09 02:00:00'), Timestamp('2023-07-09 03:00:00'), Timestamp('2023-07-09 04:00:00'), Timestamp('2023-07-09 05:00:00'), Timestamp('2023-07-09 06:00:00'), Timestamp('2023-07-09 07:00:00')]","[0.003074, 0.002438, -0.005833, -0.0052, -0.004016, -0.00341, -0.004317, -0.004275, -0.004168, -0.003808]","['WB', 'WB', 'SB', 'SB', 'SB', 'SB', 'SB', 'MB', 'MB', 'MB']",10,[],Buy,0,0,0,0
195,"[Timestamp('2023-07-09 08:00:00'), Timestamp('2023-07-09 09:00:00'), Timestamp('2023-07-09 10:00:00'), Timestamp('2023-07-09 11:00:00'), Timestamp('2023-07-09 12:00:00'), Timestamp('2023-07-09 13:00:00'), Timestamp('2023-07-09 14:00:00'), Timestamp('2023-07-09 15:00:00'), Timestamp('2023-07-09 16:00:00'), Timestamp('2023-07-09 17:00:00'), Timestamp('2023-07-09 18:00:00'), Timestamp('2023-07-09 19:00:00'), Timestamp('2023-07-09 20:00:00'), Timestamp('2023-07-09 21:00:00'), Timestamp('2023-07-09 22:00:00'), Timestamp('2023-07-09 23:00:00'), Timestamp('2023-07-10 00:00:00'), Timestamp('2023-07-10 01:00:00'), Timestamp('2023-07-10 02:00:00'), Timestamp('2023-07-10 03:00:00')]","[0.004461, 0.004351, 0.004302, 0.004098, 0.007521, 0.00746, 0.007379, 0.007484, 0.003231, 0.003102, 0.003907, 0.004084, 0.003746, 0.003872, 0.003931, 0.003752, 0.00408, 0.004309, 0.004663, 0.004985]","['WS', 'WS', 'WS', 'WS', 'MS', 'MS', 'MS', 'MS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS']",20,"['local_max', 'local_min']",Sell,1,1,0,0
196,"[Timestamp('2023-07-10 04:00:00'), Timestamp('2023-07-10 05:00:00'), Timestamp('2023-07-10 06:00:00'), Timestamp('2023-07-10 07:00:00'), Timestamp('2023-07-10 08:00:00'), Timestamp('2023-07-10 09:00:00'), Timestamp('2023-07-10 10:00:00'), Timestamp('2023-07-10 11:00:00')]","[0.003468, 0.003692, 0.003698, 0.003617, 0.003299, 0.003089, 0.003181, 0.003267]","['WB', 'WB', 'WB', 'WB', 'MB', 'MB', 'MB', 'MB']",8,[],Buy,0,0,0,0
197,"[Timestamp('2023-07-10 12:00:00'), Timestamp('2023-07-10 13:00:00'), Timestamp('2023-07-10 14:00:00'), Timestamp('2023-07-10 15:00:00'), Timestamp('2023-07-10 16:00:00'), Timestamp('2023-07-10 17:00:00'), Timestamp('2023-07-10 18:00:00'), Timestamp('2023-07-10 19:00:00'), Timestamp('2023-07-10 20:00:00'), Timestamp('2023-07-10 21:00:00'), Timestamp('2023-07-10 22:00:00'), Timestamp('2023-07-10 23:00:00'), Timestamp('2023-07-11 00:00:00'), Timestamp('2023-07-11 01:00:00'), Timestamp('2023-07-11 02:00:00'), Timestamp('2023-07-11 03:00:00'), Timestamp('2023-07-11 04:00:00'), Timestamp('2023-07-11 05:00:00'), Timestamp('2023-07-11 06:00:00'), Timestamp('2023-07-11 07:00:00'), Timestamp('2023-07-11 08:00:00'), Timestamp('2023-07-11 09:00:00'), Timestamp('2023-07-11 10:00:00'), Timestamp('2023-07-11 11:00:00'), Timestamp('2023-07-11 12:00:00'), Timestamp('2023-07-11 13:00:00')]","[0.005015, 0.004886, 0.004928, 0.005158, 0.007413, 0.007799, 0.007274, 0.008241, 0.009952, 0.010962, 0.011138, 0.01121, 0.010048, 0.010264, 0.010446, 0.010599, 0.010671, 0.010601, 0.010866, 0.010947, 0.012173, 0.011345, 0.01101, 0.010819, 0.010452, 0.010319]","['WS', 'WS', 'MS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'WS', 'WS', 'WS']",26,"['local_max', 'local_min', 'local_max', 'local_min']",Sell,2,2,0,0
198,"[Timestamp('2023-07-11 14:00:00'), Timestamp('2023-07-11 15:00:00'), Timestamp('2023-07-11 16:00:00'), Timestamp('2023-07-11 17:00:00'), Timestamp('2023-07-11 18:00:00'), Timestamp('2023-07-11 19:00:00'), Timestamp('2023-07-11 20:00:00'), Timestamp('2023-07-11 21:00:00'), Timestamp('2023-07-11 22:00:00'), Timestamp('2023-07-11 23:00:00'), Timestamp('2023-07-12 00:00:00'), Timestamp('2023-07-12 01:00:00')]","[0.009909, 0.009742, 0.003516, 0.00375, 0.003711, 0.003481, 0.003483, 0.003757, 0.004456, 0.005024, 0.007867, 0.008156]","['WB', 'WB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'MB', 'MB', 'WB', 'WB']",12,"['local_max', 'local_min']",Buy,0,0,1,1
199,"[Timestamp('2023-07-12 02:00:00'), Timestamp('2023-07-12 03:00:00'), Timestamp('2023-07-12 04:00:00'), Timestamp('2023-07-12 05:00:00'), Timestamp('2023-07-12 06:00:00'), Timestamp('2023-07-12 07:00:00'), Timestamp('2023-07-12 08:00:00'), Timestamp('2023-07-12 09:00:00'), Timestamp('2023-07-12 10:00:00'), Timestamp('2023-07-12 11:00:00'), Timestamp('2023-07-12 12:00:00'), Timestamp('2023-07-12 13:00:00'), Timestamp('2023-07-12 14:00:00'), Timestamp('2023-07-12 15:00:00')]","[0.008369, 0.0085, 0.008532, 0.008471, 0.008022, 0.008284, 0.010084, 0.010371, 0.010366, 0.01063, 0.010749, 0.010473, 0.010111, 0.009423]","['WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS']",14,['local_max'],Sell,0,1,0,0
200,"[Timestamp('2023-07-12 16:00:00'), Timestamp('2023-07-12 17:00:00'), Timestamp('2023-07-12 18:00:00'), Timestamp('2023-07-12 19:00:00'), Timestamp('2023-07-12 20:00:00'), Timestamp('2023-07-12 21:00:00'), Timestamp('2023-07-12 22:00:00'), Timestamp('2023-07-12 23:00:00'), Timestamp('2023-07-13 00:00:00'), Timestamp('2023-07-13 01:00:00'), Timestamp('2023-07-13 02:00:00'), Timestamp('2023-07-13 03:00:00'), Timestamp('2023-07-13 04:00:00'), Timestamp('2023-07-13 05:00:00'), Timestamp('2023-07-13 06:00:00'), Timestamp('2023-07-13 07:00:00'), Timestamp('2023-07-13 08:00:00'), Timestamp('2023-07-13 09:00:00')]","[0.005179, 0.004759, 0.004143, 0.003564, 0.001546, 0.0011, 0.000977, 0.000923, 0.000687, 0.00091, 0.001298, 0.001388, 0.001573, 0.00178, 0.002005, 0.002058, 0.004126, 0.004229]","['MB', 'MB', 'MB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'WB', 'WB', 'WB']",18,['local_min'],Buy,0,0,1,0
201,"[Timestamp('2023-07-13 10:00:00'), Timestamp('2023-07-13 11:00:00'), Timestamp('2023-07-13 12:00:00'), Timestamp('2023-07-13 13:00:00'), Timestamp('2023-07-13 14:00:00'), Timestamp('2023-07-13 15:00:00'), Timestamp('2023-07-13 16:00:00'), Timestamp('2023-07-13 17:00:00'), Timestamp('2023-07-13 18:00:00'), Timestamp('2023-07-13 19:00:00'), Timestamp('2023-07-13 20:00:00'), Timestamp('2023-07-13 21:00:00'), Timestamp('2023-07-13 22:00:00'), Timestamp('2023-07-13 23:00:00'), Timestamp('2023-07-14 00:00:00'), Timestamp('2023-07-14 01:00:00'), Timestamp('2023-07-14 02:00:00'), Timestamp('2023-07-14 03:00:00'), Timestamp('2023-07-14 04:00:00'), Timestamp('2023-07-14 05:00:00'), Timestamp('2023-07-14 06:00:00'), Timestamp('2023-07-14 07:00:00'), Timestamp('2023-07-14 08:00:00'), Timestamp('2023-07-14 09:00:00'), Timestamp('2023-07-14 10:00:00'), Timestamp('2023-07-14 11:00:00'), Timestamp('2023-07-14 12:00:00')]","[0.004187, 0.003935, 0.005214, 0.005217, 0.004965, 0.00452, 0.00882, 0.009302, 0.01013, 0.010758, 0.011334, 0.011818, 0.012157, 0.012564, 0.014436, 0.014928, 0.014909, 0.014896, 0.014723, 0.014533, 0.014523, 0.014298, 0.011273, 0.010953, 0.011112, 0.011293, 0.011456]","['WS', 'WS', 'WS', 'MS', 'MS', 'MS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'MS', 'MS', 'MS', 'MS', 'MS', 'WS', 'WS', 'WS', 'WS', 'WS']",27,"['local_max', 'local_min', 'local_max', 'local_min']",Sell,2,2,0,0
202,"[Timestamp('2023-07-14 13:00:00'), Timestamp('2023-07-14 14:00:00'), Timestamp('2023-07-14 15:00:00')]","[0.011548, 0.011548, 0.011554]","['WB', 'WB', 'WB']",3,['local_max'],Buy,0,0,0,1
203,[Timestamp('2023-07-14 16:00:00')],[0.012702],['WS'],1,[],Sell,0,0,0,0
204,"[Timestamp('2023-07-14 17:00:00'), Timestamp('2023-07-14 18:00:00'), Timestamp('2023-07-14 19:00:00'), Timestamp('2023-07-14 20:00:00'), Timestamp('2023-07-14 21:00:00'), Timestamp('2023-07-14 22:00:00'), Timestamp('2023-07-14 23:00:00'), Timestamp('2023-07-15 00:00:00'), Timestamp('2023-07-15 01:00:00'), Timestamp('2023-07-15 02:00:00'), Timestamp('2023-07-15 03:00:00'), Timestamp('2023-07-15 04:00:00'), Timestamp('2023-07-15 05:00:00'), Timestamp('2023-07-15 06:00:00'), Timestamp('2023-07-15 07:00:00'), Timestamp('2023-07-15 08:00:00'), Timestamp('2023-07-15 09:00:00'), Timestamp('2023-07-15 10:00:00'), Timestamp('2023-07-15 11:00:00'), Timestamp('2023-07-15 12:00:00'), Timestamp('2023-07-15 13:00:00')]","[0.012477, 0.011893, 0.010656, 0.00983, 0.008242, 0.006676, 0.005625, -0.010902, -0.010359, -0.010144, -0.010219, -0.014846, -0.014982, -0.014912, -0.01467, -0.002236, -0.001338, -0.001108, -0.001571, -0.000517, -0.000595]","['WB', 'WB', 'MB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB']",21,"['local_min', 'local_max']",Buy,0,0,1,1
205,"[Timestamp('2023-07-15 14:00:00'), Timestamp('2023-07-15 15:00:00')]","[-0.000596, -3.2e-05]","['WS', 'WS']",2,[],Sell,0,0,0,0
206,"[Timestamp('2023-07-15 16:00:00'), Timestamp('2023-07-15 17:00:00'), Timestamp('2023-07-15 18:00:00'), Timestamp('2023-07-15 19:00:00')]","[-0.006835, -0.006714, -0.006579, -0.007367]","['WB', 'WB', 'WB', 'WB']",4,[],Buy,0,0,0,0
207,"[Timestamp('2023-07-15 20:00:00'), Timestamp('2023-07-15 21:00:00'), Timestamp('2023-07-15 22:00:00'), Timestamp('2023-07-15 23:00:00'), Timestamp('2023-07-16 00:00:00'), Timestamp('2023-07-16 01:00:00'), Timestamp('2023-07-16 02:00:00'), Timestamp('2023-07-16 03:00:00'), Timestamp('2023-07-16 04:00:00'), Timestamp('2023-07-16 05:00:00'), Timestamp('2023-07-16 06:00:00'), Timestamp('2023-07-16 07:00:00'), Timestamp('2023-07-16 08:00:00'), Timestamp('2023-07-16 09:00:00'), Timestamp('2023-07-16 10:00:00'), Timestamp('2023-07-16 11:00:00'), Timestamp('2023-07-16 12:00:00'), Timestamp('2023-07-16 13:00:00'), Timestamp('2023-07-16 14:00:00'), Timestamp('2023-07-16 15:00:00')]","[-0.004752, -0.004529, -0.004529, -0.004368, 0.004104, 0.003957, 0.003783, 0.004018, 0.004122, 0.004866, 0.005146, 0.005206, 0.004454, 0.004422, 0.004406, 0.003906, 0.004507, 0.003759, 0.003136, 0.002688]","['WS', 'WS', 'WS', 'WS', 'SS', 'SS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'WS', 'WS', 'WS']",20,"['local_min', 'local_max']",Sell,1,1,0,0
208,"[Timestamp('2023-07-16 16:00:00'), Timestamp('2023-07-16 17:00:00'), Timestamp('2023-07-16 18:00:00'), Timestamp('2023-07-16 19:00:00'), Timestamp('2023-07-16 20:00:00'), Timestamp('2023-07-16 21:00:00'), Timestamp('2023-07-16 22:00:00'), Timestamp('2023-07-16 23:00:00'), Timestamp('2023-07-17 00:00:00'), Timestamp('2023-07-17 01:00:00'), Timestamp('2023-07-17 02:00:00')]","[-0.002594, -0.001514, -0.001797, -0.001791, -0.004692, -0.004404, -0.004269, -0.004107, 0.000845, 0.001322, 0.001346]","['MB', 'WB', 'MB', 'MB', 'SB', 'SB', 'SB', 'SB', 'WB', 'WB', 'WB']",11,[],Buy,0,0,0,0
209,"[Timestamp('2023-07-17 03:00:00'), Timestamp('2023-07-17 04:00:00'), Timestamp('2023-07-17 05:00:00'), Timestamp('2023-07-17 06:00:00'), Timestamp('2023-07-17 07:00:00')]","[0.001547, 0.003418, 0.003418, 0.003369, 0.003406]","['WS', 'WS', 'WS', 'WS', 'MS']",5,[],Sell,0,0,0,0
210,"[Timestamp('2023-07-17 08:00:00'), Timestamp('2023-07-17 09:00:00'), Timestamp('2023-07-17 10:00:00'), Timestamp('2023-07-17 11:00:00'), Timestamp('2023-07-17 12:00:00'), Timestamp('2023-07-17 13:00:00'), Timestamp('2023-07-17 14:00:00'), Timestamp('2023-07-17 15:00:00')]","[-0.00193, -0.002361, -0.002786, -0.003145, -0.003722, -0.003268, -0.002845, -0.002529]","['MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'WB', 'WB']",8,[],Buy,0,0,0,0
211,"[Timestamp('2023-07-17 16:00:00'), Timestamp('2023-07-17 17:00:00'), Timestamp('2023-07-17 18:00:00'), Timestamp('2023-07-17 19:00:00'), Timestamp('2023-07-17 20:00:00'), Timestamp('2023-07-17 21:00:00'), Timestamp('2023-07-17 22:00:00'), Timestamp('2023-07-17 23:00:00'), Timestamp('2023-07-18 00:00:00'), Timestamp('2023-07-18 01:00:00'), Timestamp('2023-07-18 02:00:00'), Timestamp('2023-07-18 03:00:00')]","[0.003391, 0.003194, 0.002857, 0.002652, 0.003846, 0.003633, 0.003928, 0.00424, 0.001438, 0.001564, 0.001421, 0.001465]","['SS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'WS', 'WS', 'WS', 'WS']",12,"['local_min', 'local_max']",Sell,1,1,0,0
212,[Timestamp('2023-07-18 04:00:00')],[0.000701],['WB'],1,[],Buy,0,0,0,0
213,"[Timestamp('2023-07-18 05:00:00'), Timestamp('2023-07-18 06:00:00'), Timestamp('2023-07-18 07:00:00'), Timestamp('2023-07-18 08:00:00'), Timestamp('2023-07-18 09:00:00'), Timestamp('2023-07-18 10:00:00'), Timestamp('2023-07-18 11:00:00'), Timestamp('2023-07-18 12:00:00'), Timestamp('2023-07-18 13:00:00'), Timestamp('2023-07-18 14:00:00'), Timestamp('2023-07-18 15:00:00'), Timestamp('2023-07-18 16:00:00'), Timestamp('2023-07-18 17:00:00'), Timestamp('2023-07-18 18:00:00'), Timestamp('2023-07-18 19:00:00')]","[0.000845, 0.000841, 0.000914, 0.004641, 0.005654, 0.005766, 0.00594, 0.007159, 0.007374, 0.007198, 0.007049, 0.004942, 0.004926, 0.004975, 0.004664]","['WS', 'WS', 'WS', 'MS', 'SS', 'MS', 'MS', 'SS', 'SS', 'SS', 'MS', 'WS', 'WS', 'WS', 'WS']",15,"['local_min', 'local_max', 'local_min']",Sell,2,1,0,0
214,[Timestamp('2023-07-18 20:00:00')],[0.003772],['WB'],1,[],Buy,0,0,0,0
215,"[Timestamp('2023-07-18 21:00:00'), Timestamp('2023-07-18 22:00:00'), Timestamp('2023-07-18 23:00:00'), Timestamp('2023-07-19 00:00:00'), Timestamp('2023-07-19 01:00:00'), Timestamp('2023-07-19 02:00:00'), Timestamp('2023-07-19 03:00:00'), Timestamp('2023-07-19 04:00:00')]","[0.004135, 0.004609, 0.0048, 0.004599, 0.004592, 0.004572, 0.004557, 0.005074]","['WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS']",8,['local_max'],Sell,0,1,0,0
216,"[Timestamp('2023-07-19 05:00:00'), Timestamp('2023-07-19 06:00:00'), Timestamp('2023-07-19 07:00:00'), Timestamp('2023-07-19 08:00:00')]","[0.004841, 0.004804, 0.00477, 0.004545]","['WB', 'WB', 'WB', 'WB']",4,[],Buy,0,0,0,0
217,"[Timestamp('2023-07-19 09:00:00'), Timestamp('2023-07-19 10:00:00'), Timestamp('2023-07-19 11:00:00'), Timestamp('2023-07-19 12:00:00'), Timestamp('2023-07-19 13:00:00'), Timestamp('2023-07-19 14:00:00'), Timestamp('2023-07-19 15:00:00')]","[0.006175, 0.005924, 0.005332, 0.006599, 0.007384, 0.007884, 0.008081]","['MS', 'WS', 'WS', 'MS', 'SS', 'SS', 'SS']",7,['local_min'],Sell,1,0,0,0
218,"[Timestamp('2023-07-19 16:00:00'), Timestamp('2023-07-19 17:00:00'), Timestamp('2023-07-19 18:00:00')]","[0.002701, 0.003256, 0.005019]","['SB', 'MB', 'WB']",3,['local_max'],Buy,0,0,0,1
219,"[Timestamp('2023-07-19 19:00:00'), Timestamp('2023-07-19 20:00:00')]","[0.006279, 0.005771]","['MS', 'WS']",2,[],Sell,0,0,0,0
220,"[Timestamp('2023-07-19 21:00:00'), Timestamp('2023-07-19 22:00:00'), Timestamp('2023-07-19 23:00:00'), Timestamp('2023-07-20 00:00:00'), Timestamp('2023-07-20 01:00:00'), Timestamp('2023-07-20 02:00:00'), Timestamp('2023-07-20 03:00:00'), Timestamp('2023-07-20 04:00:00'), Timestamp('2023-07-20 05:00:00')]","[0.005136, 0.00474, 0.003966, 0.001538, 0.002457, 0.003551, 0.004538, 0.003893, 0.004859]","['WB', 'WB', 'MB', 'SB', 'SB', 'MB', 'WB', 'WB', 'WB']",9,['local_min'],Buy,0,0,1,0
221,"[Timestamp('2023-07-20 06:00:00'), Timestamp('2023-07-20 07:00:00'), Timestamp('2023-07-20 08:00:00'), Timestamp('2023-07-20 09:00:00'), Timestamp('2023-07-20 10:00:00'), Timestamp('2023-07-20 11:00:00'), Timestamp('2023-07-20 12:00:00'), Timestamp('2023-07-20 13:00:00'), Timestamp('2023-07-20 14:00:00'), Timestamp('2023-07-20 15:00:00')]","[0.005664, 0.006246, 0.007047, 0.007583, 0.008469, 0.00865, 0.009844, 0.009629, 0.009207, 0.008945]","['WS', 'MS', 'MS', 'MS', 'SS', 'SS', 'SS', 'SS', 'MS', 'MS']",10,['local_max'],Sell,0,1,0,0
222,"[Timestamp('2023-07-20 16:00:00'), Timestamp('2023-07-20 17:00:00'), Timestamp('2023-07-20 18:00:00'), Timestamp('2023-07-20 19:00:00'), Timestamp('2023-07-20 20:00:00'), Timestamp('2023-07-20 21:00:00'), Timestamp('2023-07-20 22:00:00'), Timestamp('2023-07-20 23:00:00'), Timestamp('2023-07-21 00:00:00'), Timestamp('2023-07-21 01:00:00'), Timestamp('2023-07-21 02:00:00'), Timestamp('2023-07-21 03:00:00'), Timestamp('2023-07-21 04:00:00'), Timestamp('2023-07-21 05:00:00'), Timestamp('2023-07-21 06:00:00'), Timestamp('2023-07-21 07:00:00'), Timestamp('2023-07-21 08:00:00'), Timestamp('2023-07-21 09:00:00'), Timestamp('2023-07-21 10:00:00'), Timestamp('2023-07-21 11:00:00'), Timestamp('2023-07-21 12:00:00'), Timestamp('2023-07-21 13:00:00'), Timestamp('2023-07-21 14:00:00'), Timestamp('2023-07-21 15:00:00')]","[0.005287, 0.004927, 0.004524, 0.004265, 0.003309, 0.003275, 0.00326, 0.003202, 0.0018, 0.002466, 0.002742, 0.002727, 0.001439, 0.000802, 0.000313, 0.000201, -0.004811, -0.004736, -0.004091, -0.003808, -0.004631, -0.005018, -0.005676, -0.00606]","['WB', 'WB', 'WB', 'WB', 'MB', 'MB', 'MB', 'MB', 'SB', 'MB', 'MB', 'MB', 'MB', 'SB', 'SB', 'MB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB']",24,['local_min'],Buy,0,0,1,0
223,"[Timestamp('2023-07-21 16:00:00'), Timestamp('2023-07-21 17:00:00'), Timestamp('2023-07-21 18:00:00'), Timestamp('2023-07-21 19:00:00'), Timestamp('2023-07-21 20:00:00'), Timestamp('2023-07-21 21:00:00'), Timestamp('2023-07-21 22:00:00'), Timestamp('2023-07-21 23:00:00'), Timestamp('2023-07-22 00:00:00'), Timestamp('2023-07-22 01:00:00'), Timestamp('2023-07-22 02:00:00'), Timestamp('2023-07-22 03:00:00'), Timestamp('2023-07-22 04:00:00'), Timestamp('2023-07-22 05:00:00'), Timestamp('2023-07-22 06:00:00'), Timestamp('2023-07-22 07:00:00')]","[0.003953, 0.004279, 0.004259, 0.004491, 0.007023, 0.007003, 0.00668, 0.00646, 0.00412, 0.004746, 0.00467, 0.004645, 0.003535, 0.003417, 0.003194, 0.003054]","['MS', 'MS', 'MS', 'MS', 'SS', 'SS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'WS', 'WS', 'WS', 'WS']",16,['local_max'],Sell,0,1,0,0
224,"[Timestamp('2023-07-22 08:00:00'), Timestamp('2023-07-22 09:00:00'), Timestamp('2023-07-22 10:00:00'), Timestamp('2023-07-22 11:00:00'), Timestamp('2023-07-22 12:00:00'), Timestamp('2023-07-22 13:00:00'), Timestamp('2023-07-22 14:00:00'), Timestamp('2023-07-22 15:00:00'), Timestamp('2023-07-22 16:00:00'), Timestamp('2023-07-22 17:00:00'), Timestamp('2023-07-22 18:00:00'), Timestamp('2023-07-22 19:00:00'), Timestamp('2023-07-22 20:00:00'), Timestamp('2023-07-22 21:00:00'), Timestamp('2023-07-22 22:00:00'), Timestamp('2023-07-22 23:00:00')]","[-0.004009, -0.003851, -0.003059, -0.002968, -0.005367, -0.005283, -0.005095, -0.005151, -0.004515, -0.00471, -0.004591, -0.004529, -0.002107, -0.001894, -0.001843, -0.001734]","['MB', 'MB', 'MB', 'MB', 'SB', 'MB', 'MB', 'SB', 'MB', 'MB', 'MB', 'MB', 'WB', 'WB', 'WB', 'WB']",16,[],Buy,0,0,0,0
